Entropy,Contrast,Energy,Homogeneity,Correlation,Dissimilarity,Average_R,Average_G,Average_B,Mean,Std Dev,Variance,Kurtosis,Skewness,Class
5.364921221,38.38119644,0.367500132,0.565499424,0.987446419,2.856633278,76.73457168,59.54301036,36.76419607,38.06227222,39.53983982,1563.398933,3.317072966,0.846346636,4
0.225332576,4.27917084,0.984019339,0.990449018,0.990018355,0.082237062,145.3973064,102.045665,103.7815657,1.527158333,15.16525346,229.9849124,119.3810555,10.61163799,3
2.082301451,17.03032832,0.816785351,0.888160245,0.99623979,0.589577073,143.7106192,99.84713232,62.97139248,18.06585,48.32550342,2335.35428,11.38043366,2.982139982,2
6.574670004,41.98317752,0.236581269,0.464815512,0.995082342,3.268080134,108.5748198,102.7173051,98.53453022,78.71463056,65.66664268,4312.107962,2.382405668,0.526514602,4
3.293748761,29.36383417,0.673762478,0.800955118,0.9916807,1.654028937,73.99314625,71.70728548,52.15675481,21.75177222,42.08776913,1771.380311,7.287528875,2.17523576,6
1.133961645,7.943672788,0.898615575,0.932251171,0.992769985,0.43425153,54.55341628,77.13828596,65.72760573,6.409008333,22.82758975,521.0988538,21.09094048,4.066580561,1
3.072961781,60.64203116,0.689083086,0.745882762,0.992478223,2.595692821,116.442424,139.0602604,110.7250247,38.152525,62.06761855,3852.389272,2.565946446,1.140543391,6
4.457958915,134.294552,0.519326676,0.66915707,0.988018531,3.583461324,131.8116598,122.6275342,115.3204799,58.87404722,75.19758063,5654.676133,2.692294981,0.997855288,8
4.936374797,68.20804674,0.47671664,0.601867789,0.991664047,3.26442404,93.86622723,93.64681804,87.3576863,47.78259444,64.02264206,4098.898696,4.049222523,1.378627619,8
2.776719375,24.93895381,0.722349007,0.812746656,0.992783671,1.028369505,77.76512287,77.48058272,79.08931947,21.02849444,41.69887541,1738.79621,9.242249397,2.368151194,8
2.446069679,31.80190317,0.778156932,0.832281195,0.992578982,1.318074569,90.23359068,84.66029835,81.37852656,18.32214444,46.48595912,2160.944395,10.39109354,2.849900844,1
1.283919045,13.04467446,0.88324227,0.923892456,0.99461188,0.432604341,115.1209655,105.123169,80.70966773,11.69430833,34.86364128,1215.473483,9.061366493,2.779969871,1
3.102039993,54.31715081,0.703092719,0.754666862,0.992154365,2.674780189,84.4578305,121.9686055,128.9568803,31.65155,57.44253287,3299.644583,3.95365064,1.56364082,6
4.683063953,40.65816361,0.511067769,0.704745188,0.997890117,1.547334446,172.818239,180.7882389,147.5595312,83.25439444,97.21818106,9451.374728,1.464289006,0.482911965,2
4.002614976,29.50546466,0.587097213,0.709091276,0.993914011,1.978330551,83.67212645,79.1573137,50.50233885,29.41887778,48.95362559,2396.457458,4.591857763,1.602474995,6
2.262548659,35.84008904,0.790518717,0.849704444,0.981511675,1.340038954,72.36816838,61.47941715,44.35152752,12.44731389,31.39160374,985.4327853,14.59360376,3.191335802,9
2.456675642,73.0082916,0.774627847,0.805706711,0.988334985,2.65820256,126.7918731,122.3990141,133.8701921,27.20703056,56.40473716,3181.494374,5.111825302,1.862316183,9
2.393765428,16.63617974,0.774002767,0.865781479,0.996875878,0.720319978,114.629795,116.4475116,106.1121031,24.43433333,51.70521668,2673.429432,5.384167466,1.932374817,2
0.633245171,15.52360045,0.947499408,0.968105584,0.988813934,0.254980523,113.8514322,113.9907397,111.027896,5.490994444,26.40907498,697.4392411,26.44874498,4.890514626,9
7.357141273,126.1424513,0.056429502,0.373719158,0.977197152,4.989518642,122.0253266,104.9490842,99.69535792,103.0384611,52.76375327,2784.01366,2.167484633,-0.320036177,4
0.108292612,13.36472454,0.992821717,0.994609282,0.968632382,0.116994992,173.2122487,163.5544647,151.7559607,0.983666667,14.63486552,214.1792888,241.7620134,15.35481582,9
2.030957268,55.62683918,0.817901709,0.867016836,0.990085449,1.509326656,109.17696,141.6799235,121.1632909,22.42097222,51.71251545,2674.184255,6.101206317,2.11706241,4
0.817033709,14.58166388,0.932176063,0.958459774,0.992022999,0.264084585,110.458291,122.9009238,96.58249423,7.000338889,29.7573103,885.4975166,20.32716615,4.269826822,0
0.398899163,9.149415693,0.970029727,0.981004446,0.978571397,0.166956038,84.77903096,86.85004028,60.74772701,2.044866667,14.42746718,208.1518092,61.01255947,7.490081475,5
2.27698944,59.51063439,0.789705604,0.8357319,0.980981533,1.869476906,79.08983044,77.62596653,74.87617523,15.78936111,39.66667112,1573.444798,13.42588488,3.108880055,9
0.276284612,2.729059544,0.978963732,0.987758286,0.982079796,0.081435726,92.55412874,58.08745124,34.86573472,1.133566667,9.055586916,82.00365439,69.57930844,8.185312333,5
3.055411308,25.22795214,0.672477807,0.857102781,0.997185068,0.745787423,163.7173971,142.7954202,54.66014105,43.49415556,66.29043214,4394.421394,1.977796439,0.9296849,7
1.680774886,3.020317195,0.828770986,0.904531121,0.99147019,0.408931553,24.3173259,31.38868046,28.89586236,4.682947222,13.11285787,171.9470414,17.1977446,3.542936914,4
4.357524743,14.48151085,0.566819896,0.727624223,0.99853688,1.319028937,125.077669,111.3485343,97.24696964,48.29213333,70.88824391,5025.143125,3.430207797,1.292601066,4
0.877469739,16.43470785,0.929908232,0.957293702,0.993173733,0.319371174,154.9127997,117.5710712,127.1195015,8.367244444,35.70482294,1274.834382,20.75921906,4.344363938,5
0.50768882,10.18133556,0.961887885,0.971637557,0.987560944,0.268681135,128.2912533,87.89376653,88.87739749,3.370272222,20.85658499,434.9971374,49.43932356,6.716372971,3
1.779666612,27.16974402,0.844325262,0.894496375,0.992663081,0.710267112,105.650775,112.2150112,90.94233903,15.82301111,42.60766633,1815.41323,9.676046207,2.736967645,1
1.522034163,52.90520868,0.865402949,0.892665114,0.984467353,1.409387869,129.3309973,111.9459073,112.7218934,14.51464722,41.85792155,1752.085597,9.251234148,2.763900571,3
0.999041263,67.63094046,0.918630559,0.943783777,0.985571043,0.658937117,206.9408477,173.8137712,156.3681882,13.20252778,48.93593776,2394.726005,14.09508183,3.572262011,3
0.620746564,15.93912632,0.951655714,0.960790291,0.985334632,0.431519199,117.6105968,96.22288252,89.05066934,4.523591667,23.62078426,557.941449,36.44454083,5.687710288,3
0.369597103,28.79706177,0.97169788,0.980061888,0.963140889,0.287968837,130.1747407,111.9625837,101.0011816,2.470961111,19.94902869,397.9637456,79.00220805,8.607428084,1
3.224584039,65.26185309,0.679158928,0.753945748,0.991452194,1.917863105,91.2266275,136.6168401,108.8674106,37.095625,59.52318094,3543.00907,2.991791223,1.214469646,6
4.335277495,29.24731775,0.517521282,0.684970822,0.994092751,1.722671119,76.38882549,82.12063854,84.23521281,38.09305,49.78208555,2478.256042,5.040567775,1.405885334,2
1.190789483,30.11500835,0.901693215,0.923885575,0.986758665,0.738775737,139.5015604,97.34614905,100.5934964,9.838108333,34.78623346,1210.082038,15.72468755,3.653089255,3
2.101266587,15.73792988,0.791505437,0.902801136,0.997281074,0.494201447,193.6940567,115.7414441,92.81805224,27.13688611,56.26381962,3165.617398,3.872328793,1.654865716,7
3.114070489,3.924969393,0.672268457,0.853354508,0.997927816,0.498658876,147.4735649,40.02258926,6.662514313,21.09101944,35.31532735,1247.172346,3.167382541,1.32911539,2
0.5133745,5.989059544,0.958797694,0.97279498,0.968910059,0.203055092,74.98857959,37.02043183,33.47760528,1.539577778,10.44886757,109.1788336,71.97011393,7.899359867,1
3.302461677,8.356004452,0.63529775,0.825175389,0.994219712,0.656010017,71.32895556,40.9020142,20.98438613,15.99831667,28.00616356,784.3451972,9.757016378,2.284248001,2
1.564291398,55.83235392,0.862880431,0.88981519,0.976958813,1.471580412,79.34281746,95.41011691,99.58944322,10.95058333,34.56504267,1194.742175,13.91942318,3.367329153,9
1.688879964,73.72404007,0.855731197,0.87767494,0.987193546,1.998324986,133.8240164,142.0341443,149.1218021,19.275525,53.60315191,2873.297894,8.816911826,2.67914533,1
0.954570605,22.16473567,0.920814804,0.934404683,0.976247016,0.899621592,55.90586889,75.66440384,143.7782295,5.481108333,21.95582924,482.0584375,23.33073956,4.396852428,9
6.199949458,322.073108,0.307977785,0.424812326,0.964939904,8.735534224,126.3462765,108.0549288,95.36233908,76.27657222,68.22319084,4654.403769,1.982748225,0.382011545,4
0.603255076,7.184902615,0.955217886,0.972918833,0.995314978,0.166110184,186.4533855,112.1103108,100.315497,5.390036111,28.74735277,826.4102913,36.94115379,5.780280173,5
3.568702815,135.4554035,0.646384328,0.687058685,0.971309938,4.624201447,91.24516385,87.4514926,89.33958425,30.44046389,48.88943955,2390.1773,4.225498542,1.472212137,8
0.53989551,14.86032276,0.95894969,0.967934006,0.986785354,0.352203673,127.0479747,101.6039581,100.5944094,3.939913889,24.19514111,585.4048535,47.77285997,6.63992928,3
0.817881588,9.941085142,0.93282684,0.954631859,0.99324975,0.281897607,134.0581626,100.7466835,84.20539662,6.708616667,27.62356052,763.0610958,19.87849167,4.172281295,5
2.449433198,14.43245131,0.752514749,0.837079724,0.992546553,0.955473011,63.63112251,65.60603457,57.81140509,15.35234167,31.19289827,972.9969026,8.922567381,2.231998477,4
5.141183536,25.22063717,0.398950131,0.685563096,0.99339548,1.318689482,84.41336297,70.19700874,78.62476638,44.40516667,44.85467226,2011.941623,2.010826176,0.485129041,4
0.529061703,21.18630495,0.959356646,0.9697127,0.966773875,0.41819143,80.69154822,83.47169972,86.48787131,2.720613889,17.91122465,320.8119684,65.45980695,7.605376226,1
0.784788485,51.1148414,0.939593012,0.949645381,0.985870369,0.835920979,179.0365395,172.8712345,171.4840359,9.682363889,42.73468834,1826.253588,22.32419662,4.497816633,9
1.793130874,36.0603172,0.840355193,0.892402058,0.989679819,0.835659432,110.1518332,98.07893105,94.78958846,13.28690833,41.98621834,1762.842531,12.78553196,3.294403864,1
2.89552069,39.05390373,0.717388093,0.778491034,0.995171862,1.922490262,126.120614,138.4541917,124.6032328,36.33262222,63.0008034,3969.101229,3.052236335,1.318257873,6
0.485478911,20.03948247,0.960460791,0.974551222,0.990748872,0.281524763,179.2306036,149.1221593,145.1501475,5.504422222,33.41353747,1116.464486,38.41312241,6.069361794,3
0.880887134,45.91485253,0.927470756,0.955424401,0.988441532,0.437562604,199.8984025,163.7011709,153.7682497,11.12365278,45.30089362,2052.170963,17.10081666,3.969738514,3
1.543142091,18.64516416,0.863323602,0.901299977,0.994485671,0.755459098,127.4718094,110.4552951,111.2481843,14.51815,41.70792995,1739.551421,9.212153846,2.75650107,3
3.247076587,18.70374513,0.679823127,0.829087214,0.996643599,0.720211464,109.0495897,99.52173796,106.3352491,32.06562222,53.58014567,2870.83201,3.654879027,1.405277644,2
3.752182904,25.8767724,0.597632679,0.699302659,0.991792913,2.104290484,66.36573475,74.65278681,54.49983201,27.25606667,39.15659277,1533.238758,3.29469823,1.176082649,6
3.440856702,47.15695047,0.657463942,0.750724843,0.991622385,1.919387869,104.3252118,94.14256089,87.54527442,31.91848889,53.55124607,2867.735956,3.818218224,1.470589112,4
2.978504857,23.52798553,0.698411764,0.778847936,0.991927745,1.580862549,77.25921948,72.77415124,59.72041212,21.27426111,38.28896719,1466.045009,6.675807568,1.892352309,4
3.390823179,63.98610462,0.673055647,0.7322641,0.991350569,2.803021703,116.2779696,112.3226201,120.5771267,35.94045556,61.02617657,3724.194227,3.830933698,1.474690196,4
0.567661647,22.26168058,0.953439652,0.968632529,0.96824331,0.400678909,67.97719789,84.91513006,113.0259302,2.823244444,18.69967563,349.6778686,58.04548647,7.253111877,9
2.360503297,91.16954925,0.784491922,0.836537716,0.977818372,2.085013912,74.76183389,89.61022588,88.7642853,16.28395278,44.59460376,1988.678685,12.45928872,3.132406148,9
0.701047855,22.56005008,0.943411408,0.958909098,0.988306322,0.408664441,170.0760941,130.9395917,77.92055319,6.50405,31.30012957,979.6981114,24.68956401,4.790878145,3
1.872762895,45.59,0.831755452,0.88597428,0.988238325,0.986026711,96.29925541,128.1480519,79.76409009,17.05461111,42.39986066,1797.748184,7.43103668,2.351493249,9
0.478246396,24.50110184,0.966943245,0.974166745,0.983241825,0.334095715,163.9835768,149.4189821,123.353003,4.389302778,27.11792666,735.3819461,45.40366644,6.490755024,0
0.446869768,9.519037284,0.965283319,0.971873088,0.985497305,0.302543127,95.39958367,94.06860349,68.96750837,2.815705556,17.99253123,323.73118,52.38191727,6.897844709,0
0.789217387,28.46253756,0.939681276,0.955550365,0.988336122,0.457401224,184.794761,125.1321217,105.6675346,7.542186111,35.80767777,1282.189787,29.23622903,5.110170688,3
0.747119294,7.326410684,0.938827993,0.958038604,0.988790588,0.260662215,95.93771344,72.22972629,44.95733728,4.166672222,18.44075418,340.0614148,23.2503111,4.561664358,1
3.154666138,48.30409015,0.690814233,0.840649525,0.996129705,0.89361714,137.1641818,171.4978052,190.0852918,48.521075,78.37670236,6142.907473,2.572965227,1.137256032,2
0.493747463,16.36811909,0.96332154,0.974841606,0.985548663,0.226254869,132.935513,115.642241,138.2683808,4.176030556,24.22060175,586.6375494,41.19032672,6.122595598,3
5.702841346,68.92861157,0.371733927,0.52023828,0.994019929,3.893146912,116.7596949,133.5121255,135.5419526,77.99431944,75.3800797,5682.156415,1.468745634,0.239137931,4
1.79532771,76.57079577,0.844702932,0.86222841,0.987933659,1.982988314,181.3572288,144.2227276,136.5044546,22.83502222,57.43617113,3298.913755,6.747199376,2.295238588,3
4.535021301,36.41299944,0.508476224,0.677096392,0.995457499,1.92509182,117.6992974,123.7693325,66.95886828,51.56278056,62.32246512,3884.089659,1.865134108,0.653037381,2
2.623464771,40.13630495,0.764831898,0.811999044,0.994992758,1.834607679,141.487282,138.4838511,121.2814124,31.015525,63.1505289,3987.989301,5.070510434,1.850844391,9
0.586182711,34.56230384,0.955998138,0.963316141,0.967761613,0.635097385,109.0450647,104.3690242,80.75688976,4.081155556,23.08140756,532.7513749,48.75795214,6.5142809,9
1.781682864,37.65688926,0.831544825,0.867213725,0.982934614,1.445392321,92.22098377,79.35027173,54.59614386,12.93025278,33.30847013,1109.454183,11.72244217,2.870909888,9
1.669014343,30.26721202,0.846216915,0.902586191,0.986185657,0.768080134,62.06775531,91.06197951,110.5559926,12.26638889,32.62170653,1064.175737,10.06871825,2.755437647,7
4.013711186,81.2400946,0.594784194,0.666527659,0.993508892,3.398269338,141.5074914,145.7254551,145.0240527,56.08416111,79.28492,6286.098539,1.982539786,0.877542176,4
3.229269403,39.07658319,0.692218246,0.838259314,0.995728243,0.870901503,148.442954,131.7055997,114.7024898,39.98897778,68.11867839,4640.154345,3.755761332,1.449327383,7
2.420098064,55.7302059,0.769446356,0.877756905,0.992752452,0.743995548,147.1304913,143.0905765,104.8738686,30.51210556,61.62891415,3798.123059,4.171290552,1.684869727,3
1.546234821,22.04437396,0.870580559,0.91814289,0.996063103,0.539788536,147.9188356,143.2945133,133.0854835,17.72735278,52.9967369,2808.654122,10.46868614,2.968528654,3
0.854924765,31.11443517,0.9283832,0.937747757,0.987345184,0.842270451,149.0139906,135.5998179,102.2642493,9.129297222,35.10702583,1232.503263,15.09518575,3.696500983,9
1.05887872,46.7489872,0.910537924,0.93009206,0.979866906,0.975370061,98.32496064,124.0056388,99.43649079,8.677205556,33.26970049,1106.87297,17.47983947,3.900375429,1
5.740970376,48.64984418,0.370954668,0.639068187,0.9957224,2.003700612,131.6017923,116.8017556,107.6502534,74.59284444,75.56579945,5710.190047,2.470072915,0.721702854,8
0.615201032,8.973416806,0.953398362,0.964524272,0.994084875,0.266349471,121.0970446,122.5410549,132.5242926,5.435802778,27.70367607,767.4936676,36.25272866,5.60024642,3
3.579631792,54.28063439,0.643606851,0.727347629,0.995311681,2.154173623,136.1133593,155.4590328,108.5923364,48.80689167,74.76705235,5590.112118,2.882890222,1.158975062,6
1.968443806,31.24389538,0.820942491,0.887883503,0.995740858,0.764607679,169.6891197,146.2411911,135.302199,26.46809167,61.3044812,3758.239415,5.722820417,2.065537067,7
1.680258267,38.44471898,0.851105254,0.876133345,0.979851154,1.535197551,112.5922191,69.87693191,63.30246382,11.13057778,32.127383,1032.168738,11.48879052,3.024120751,3
3.667992077,19.52681135,0.586615651,0.775115517,0.996929899,1.04392877,111.5254506,107.87264,109.6750226,43.96963889,56.88729648,3236.1645,1.977315549,0.713422482,7
2.328848976,59.10977184,0.784899526,0.820338673,0.990660686,2.074446299,159.1711647,127.7117011,80.00401135,26.83839722,56.64843146,3209.044787,4.711650642,1.817305207,9
1.787369277,17.30963829,0.825461825,0.886726256,0.995342073,0.650662215,183.6134771,96.85674871,66.50252209,19.59763889,45.50702614,2070.889428,5.109546368,1.9722206,2
1.33790041,24.66218141,0.885387255,0.922188337,0.99519815,0.621725097,144.1957654,153.5544976,164.18029,16.4533,50.68694432,2569.166325,10.24152784,2.94826891,2
4.756645797,154.822315,0.488157749,0.632138819,0.987767568,4.373260991,141.0333525,131.1190568,123.2494856,66.89834167,79.87861247,6380.592729,2.10920473,0.758248775,8
0.77012143,51.66977741,0.939114263,0.948067926,0.972121048,1.104668893,127.8427945,121.6193196,93.75107085,6.794369444,30.3628302,921.9014577,23.90029342,4.614138308,9
1.331312373,19.83562048,0.889374853,0.927949947,0.994243327,0.509755147,102.3897816,129.4285429,166.3095761,12.24317778,41.37954511,1712.266753,15.72145536,3.608204275,9
0.431770835,21.75554814,0.966275318,0.975291939,0.955832371,0.400962716,76.89839802,69.89011934,83.21040748,1.909547222,15.91518297,253.2930489,105.4795064,9.764098515,1
3.316313994,39.14918753,0.669327652,0.770045526,0.995906432,1.62278798,133.9420839,146.6518995,134.6042446,44.89429722,68.67751894,4716.601607,2.40414095,1.03409849,6
4.278536682,27.17965498,0.538467196,0.714225132,0.996141439,1.483678353,108.8435736,114.3514318,67.57296806,47.262775,58.26993595,3395.385435,1.993441251,0.686426627,6
0.222696003,5.905804118,0.984947573,0.989351595,0.986215407,0.108998331,173.6548695,121.2284137,122.7141064,1.518422222,15.16567211,229.9976106,119.4206556,10.61409697,3
0.889422412,56.20134112,0.929813584,0.941342226,0.973382281,1.054390651,137.4190128,113.590462,105.7886212,7.395486111,32.95221691,1085.848599,25.19650373,4.733532306,5
0.211493172,3.652665554,0.983900727,0.989893534,0.98772545,0.087328881,176.8986839,87.73230693,30.74000497,1.223383333,12.85443049,165.2363832,116.3468155,10.68136149,3
4.326995431,36.60305509,0.555325405,0.70345762,0.995797768,2.002470785,81.34718459,102.5769518,95.65496586,40.82604444,64.91718597,4214.241034,5.026246616,1.691255894,4
0.558608266,19.4933389,0.9563895,0.9719242,0.96486427,0.322136895,41.27275227,102.4558702,44.14847402,2.424661111,15.27180815,233.2281241,55.88044661,6.990613442,1
3.642545715,155.8946967,0.642604584,0.733275229,0.98462164,4.006444073,143.6495159,130.4854678,116.0527072,46.75458611,71.57243873,5122.613986,3.018290905,1.214594814,8
5.81115352,60.14164997,0.334217671,0.47909999,0.991113955,3.714927657,100.173515,95.4671518,97.6498223,63.77061389,58.46969121,3418.70479,2.195624132,0.455553305,4
3.429812627,66.02014469,0.661732074,0.757032224,0.988366534,1.92820256,105.7437799,95.39483788,88.78986181,32.11888889,53.77160712,2891.385732,3.833156714,1.469916177,4
0.350533951,17.14942126,0.973489393,0.980746571,0.944783169,0.2808069,81.14514814,64.45515086,69.68252242,1.441352778,12.76493937,162.9436772,123.0291849,10.46376776,1
0.585070464,14.6131163,0.954030681,0.963199141,0.979393412,0.426961603,87.65224282,82.1418728,55.90780679,3.2854,18.71500029,350.2512357,44.11864565,6.301609507,0
1.931519415,78.50558152,0.824238395,0.872974915,0.99219144,1.325281024,208.7731456,174.6684268,150.7799011,30.19563056,71.68070253,5138.123115,5.573370003,2.07466654,3
3.320006584,42.24357262,0.649183434,0.76381446,0.994802039,1.33230384,143.3592076,126.4713793,114.1171528,44.28379722,64.2389979,4126.648851,1.948665087,0.868103416,3
2.699546862,29.0209015,0.723875648,0.810382933,0.993681434,1.116126878,113.8119895,101.5727014,82.45769528,27.41981667,48.13296974,2316.782776,3.568933048,1.403124338,9
1.023080412,30.27546466,0.919520487,0.959938465,0.992512494,0.329521425,177.5910086,160.802626,119.9601106,11.670975,44.98707254,2023.836695,17.53319802,3.947373986,5
0.417686227,15.50330551,0.965498032,0.977611094,0.991481522,0.218870339,179.8422677,156.7786105,166.5199259,5.194208333,30.66412421,940.2885137,34.97665991,5.804740297,3
1.920863963,29.56787423,0.818490402,0.865171613,0.992572887,1.090044519,111.8269814,111.9996209,96.09463603,18.58195833,44.37406556,1969.057694,6.277977717,2.166431246,9
1.524241579,15.13893155,0.866521318,0.907450176,0.995267353,0.670801336,175.0922451,102.5131519,28.16677267,14.28690833,41.20468579,1697.826131,8.957901384,2.73567275,2
0.312947509,9.969899833,0.977019361,0.985515851,0.983635439,0.130895938,183.5036597,107.3783166,66.8821287,2.300619444,18.18686225,330.7619585,67.63817251,8.060498543,5
2.010263563,25.1403172,0.813496307,0.861544792,0.994295338,1.053516973,106.0126305,119.6818274,101.0985705,20.27393056,46.23945698,2138.087381,5.813143448,2.061031738,6
1.028815652,42.55336116,0.913044614,0.932833096,0.976279377,1.00574847,87.46339516,81.02725407,74.97878972,6.044002778,30.01814636,901.089111,35.31401801,5.652653724,1
1.093639265,16.80574847,0.91164523,0.93156029,0.993381096,0.576360601,53.20341207,137.2968431,175.483049,9.076802778,34.11915003,1164.116399,17.91864672,3.92075867,9
1.751790393,47.35213133,0.843060267,0.885250579,0.98060505,1.014351697,90.51874137,85.07435999,73.90915971,12.55560278,34.99689355,1224.782558,10.19693365,2.862553242,0
1.455461355,18.91573734,0.870585023,0.912993346,0.995714787,0.580873678,173.7057236,131.2014643,91.84079976,16.52482222,47.68487671,2273.847467,8.576658538,2.677780576,3
3.177449497,21.06080134,0.676758556,0.793969685,0.993575156,1.221791875,77.85231549,74.83143378,63.29288669,23.29866667,40.54558009,1643.944065,6.441153423,1.84522521,4
0.313219628,13.27134112,0.9764298,0.983774205,0.981798517,0.221118531,122.1046931,113.6186282,133.0021661,2.282666667,19.3715252,375.2559884,86.64113005,9.009987228,3
3.637209082,26.80982193,0.616076747,0.743925082,0.993954173,1.737818587,57.90905034,96.01865253,59.28310489,30.05782778,45.00396322,2025.356706,4.56809168,1.458272582,6
1.788978773,87.25604897,0.836874474,0.878177977,0.982877846,1.314245965,141.8557666,131.2774202,107.6911863,18.68971389,50.5589867,2556.211136,7.970312381,2.539328617,1
3.520218252,51.13816917,0.621044458,0.809493376,0.995230451,1.018720089,140.7757888,137.7603226,126.5418095,51.10347222,73.30499103,5373.62171,3.1094867,1.117311795,2
2.26546201,18.01075682,0.778710345,0.899971366,0.993852772,0.459371174,72.31154452,93.99910621,59.76902964,17.43495278,36.8754601,1359.799558,5.804020684,1.977007861,6
0.705597611,22.25612688,0.939135234,0.956942907,0.965217633,0.492843628,79.02376708,60.41170529,52.20314914,3.064313889,18.16501399,329.9677332,51.54778762,6.782206052,0
2.611507505,33.96998887,0.755688643,0.82533731,0.994334955,1.256483027,112.8466872,125.6571152,104.3654133,27.20299167,54.04079475,2920.407497,4.387782231,1.709616361,2
